name,datetime,tempmax,tempmin,temp,feelslike,precip,windspeed,winddir,sealevelpressure,cloudcover,season
cairo,11/2/2020,26,19,22.4,22.4,0,18.4,330.9,1018.2,34.8,Fall
cairo,11/3/2020,26,18,22.1,22.1,0,18.4,325.7,1019.2,33.5,Fall
cairo,11/4/2020,25,18,21.9,21.9,0,24.1,251.2,1016.7,44.5,Fall
cairo,11/5/2020,25.1,20,21.9,21.9,0,24.1,275.3,1014.6,33.9,Fall
cairo,11/6/2020,25,18,21,21,0,18.4,249.5,1013.8,53,Fall
cairo,11/7/2020,25,18,20.9,20.9,0.1,16.6,234.7,1014,65.2,Fall
cairo,11/8/2020,24.1,17,20.9,20.9,0,25.9,179.4,1013.8,61.4,Fall
cairo,11/9/2020,23,18.1,20.6,20.6,0,25.9,176.1,1015.2,62.1,Fall
cairo,11/10/2020,26.1,17,21,21,0,20.5,202.8,1016.3,34.7,Fall
cairo,11/11/2020,24.1,17,20.8,20.8,0,18.4,224.4,1017.4,40,Fall
cairo,11/12/2020,25,18,21.1,21.1,0,13,343.2,1019.8,25.4,Fall
cairo,11/13/2020,25,16,20.8,20.8,0,16.6,10.1,1019.8,33.4,Fall
cairo,11/14/2020,25,18,21.3,21.3,0,25.9,322.2,1017.9,51.8,Fall
cairo,11/15/2020,23,17,19.8,19.8,0,25.9,307.5,1018.2,57.7,Fall
cairo,11/16/2020,23,16,19.3,19.3,0,20.5,302.5,1019.1,44,Fall
cairo,11/17/2020,23,15,19.5,19.5,0,25.9,356.2,1020.3,33.3,Fall
cairo,11/18/2020,25,16,20.1,20.1,0,18.4,354.1,1016.6,49.1,Fall
cairo,11/19/2020,24,17,20.2,20.2,0,18.4,303.1,1013.3,32.8,Fall
cairo,11/20/2020,21,15,17.7,17.7,0.3,29.5,208.2,1011.7,57.5,Fall
cairo,11/21/2020,21,14,17.2,17.2,0,24.1,218.1,1017,47.4,Fall
cairo,11/22/2020,22,14,18.1,18.1,0,14.8,30.6,1021.1,32.8,Fall
cairo,11/23/2020,23,14,18.9,18.9,0,24.1,48.4,1019.9,57.5,Fall
cairo,11/24/2020,24,16,19.6,19.6,0,31.7,30.1,1015.5,59.5,Fall
cairo,11/25/2020,21,15,17.2,17.2,0.9,24.1,269.5,1012.5,51.3,Fall
cairo,11/26/2020,21.1,14.8,17.3,17.3,0,24.1,227.1,1015,69.5,Fall
cairo,11/27/2020,22,15.1,18,18,0,11.2,273,1017.3,51,Fall
cairo,11/28/2020,21,14,17.4,17.4,0,13,284.2,1018.6,49.2,Fall
cairo,11/29/2020,22,13.8,17.6,17.6,0,13,63,1018.7,38.5,Fall
cairo,11/30/2020,22,13,17.7,17.7,0,14.8,167.9,1016.3,18.4,Fall
cairo,12/1/2020,21,15,17.6,17.6,0,27.7,176.3,1012.9,15.2,Winter
cairo,12/2/2020,23,14,18.1,18.1,0,16.6,157.8,1016.2,49,Winter
cairo,12/3/2020,23,13.3,18.2,18.2,0,14.8,153.4,1017.1,21.9,Winter
cairo,12/4/2020,21.1,14,18.2,18.2,0,18.4,188.8,1015.8,30.1,Winter
cairo,12/5/2020,23,15,18.4,18.4,0,25.9,261.1,1015.7,49.6,Winter
cairo,12/6/2020,23,13,17.7,17.7,0,18.4,150.4,1017.2,24.4,Winter
cairo,12/7/2020,27.1,15,20.6,20.6,0.1,40.7,173.9,1015.2,49.7,Winter
cairo,12/8/2020,23,15,18.7,18.7,0,13,276.1,1019.5,43.2,Winter
cairo,12/9/2020,23.4,14,17.9,17.9,0,14.8,56,1021.4,16.7,Winter
cairo,12/10/2020,23,11,17.1,17.1,0,16.6,74.1,1019.2,29.6,Winter
cairo,12/11/2020,25,14,19.5,19.5,0,29.5,184.8,1015.8,27.1,Winter
cairo,12/12/2020,22,15,18.2,18.2,0,16.6,194.6,1014.3,49.6,Winter
cairo,12/13/2020,27,16,21.6,21.5,0,31.7,175.6,1010.7,49.2,Winter
cairo,12/14/2020,24,16.8,19.9,19.9,0,38.9,212.7,1008.9,40.1,Winter
cairo,12/15/2020,20.1,14,17,17,0.2,40.7,211.1,1011.7,47.5,Winter
cairo,12/16/2020,19,15.6,16.8,16.8,0.9,22.3,224.1,1017,63.4,Winter
cairo,12/17/2020,21,15,17.9,17.9,0,9.4,260.3,1020.5,34.9,Winter
cairo,12/18/2020,22.1,13,17.1,17.1,0,17.5,21.4,1021.5,24.4,Winter
cairo,12/19/2020,21,12,16.1,16.1,0,25.9,34.1,1021.9,16,Winter
cairo,12/20/2020,21,11.9,16,16,0,27.7,35,1021.1,33.5,Winter
cairo,12/21/2020,21,12,16.2,16.2,0,24.1,38.1,1020,20,Winter
cairo,12/22/2020,22,13,16.6,16.6,0,20.5,22.9,1019.9,44.8,Winter
cairo,12/23/2020,19.1,13,15.6,15.6,0,18.4,345,1020.5,52.5,Winter
cairo,12/24/2020,20,11.8,15.6,15.6,0,18.4,342.7,1020.5,52.3,Winter
cairo,12/25/2020,20,10,15,15,0,25.9,36.4,1020,26.5,Winter
cairo,12/26/2020,21.8,10,15.4,15.3,0,33.5,29.4,1017.6,0,Winter
cairo,12/27/2020,22,11,16,16,0,11.2,352.7,1016.3,1.9,Winter
cairo,12/28/2020,20,11,15.9,15.9,0,16.6,218,1017.4,13.2,Winter
cairo,12/29/2020,20,11,15.2,15.2,0,16.6,28.8,1019,14.6,Winter
cairo,12/30/2020,20.1,10,14.7,14.7,0,24.1,23.7,1017.6,25.8,Winter
cairo,12/31/2020,21,11,15.8,15.8,0,13,6.2,1016.6,12.8,Winter
cairo,1/1/2021,21,13,16.8,16.8,0,16.6,8,1017.4,32.4,Winter
cairo,1/2/2021,21.1,13.9,17.1,17.1,0,16.6,35.3,1018.3,56.8,Winter
cairo,1/3/2021,21,13,16.6,16.6,0,16.6,13.6,1018.1,19.9,Winter
cairo,1/4/2021,22,14,17.6,17.6,0,13,24.4,1016.9,23,Winter
cairo,1/5/2021,23.9,16,18.7,18.7,0,35.3,5.4,1017.6,24.8,Winter
cairo,1/6/2021,24.1,17,19.6,19.6,0,16.6,40.4,1019.8,24.7,Winter
cairo,1/7/2021,25,15,18.9,18.9,0,14.8,45.6,1018.9,29.7,Winter
cairo,1/8/2021,23,12.1,17.4,17.4,0,14.8,21.6,1017.7,18.3,Winter
cairo,1/9/2021,21,13.3,16.6,16.6,0,13,9.8,1018.4,52.1,Winter
cairo,1/10/2021,23,14,17.8,17.8,0,16.6,21.8,1021,31.9,Winter
cairo,1/11/2021,26.1,14,19.5,19.5,0,25.9,53.8,1021.3,20.4,Winter
cairo,1/12/2021,28,15,21.6,21.3,0,20.5,171.4,1018.5,36.4,Winter
cairo,1/13/2021,24,17.8,21.2,21.2,0,46.4,205.8,1012.6,73.8,Winter
cairo,1/14/2021,20,14.9,17,17,0,33.5,242.8,1013.5,49.4,Winter
cairo,1/15/2021,20,13.9,16.8,16.8,0,22.3,220.2,1016.5,38.2,Winter
cairo,1/16/2021,21,13,16.8,16.8,0,29.5,207.7,1013.8,43.7,Winter
cairo,1/17/2021,20,13,16.2,16.2,0,38.9,229.6,1014.6,58.5,Winter
cairo,1/18/2021,19,12,15.1,15.1,0,29.5,236.6,1019.9,48.6,Winter
cairo,1/19/2021,19,12,14.7,14.7,0,38.9,239.5,1019.8,47.3,Winter
cairo,1/20/2021,17,11,13.5,13.5,0.1,29.5,297.7,1025.4,60.6,Winter
cairo,1/21/2021,18,9,13.4,13.4,0,25.9,22.2,1029.1,19.5,Winter
cairo,1/22/2021,19,9,13.8,13.5,0,37.1,25.7,1024.2,22.5,Winter
cairo,1/23/2021,19,8,14,14,0,16.6,1.4,1019.4,13.1,Winter
cairo,1/24/2021,19,10,14.9,14.9,0,18.4,357.4,1019.9,27.7,Winter
cairo,1/25/2021,20,11,15.3,15.3,0,18.4,32.4,1020.7,36.8,Winter
cairo,1/26/2021,22,10,16.1,16.1,0,25.9,55.7,1018.8,55,Winter
cairo,1/27/2021,24.2,12,17.4,17.4,0,29.5,204.1,1013.2,29.2,Winter
cairo,1/28/2021,18,12,15.4,15.4,0,25.9,241.9,1017.1,57.5,Winter
cairo,1/29/2021,17,12.9,14.4,14.4,1.4,37.1,234.9,1019.1,68.2,Winter
cairo,1/30/2021,20,11.9,15.7,15.7,0,37.1,185.6,1019.9,8.8,Winter
cairo,1/31/2021,24,14.9,18.8,18.8,0,35.3,180.4,1017.3,0,Winter
cairo,2/1/2021,27,13,20.1,20.1,0,24.1,82.1,1016,0,Winter
cairo,2/2/2021,28,13,20.3,20.1,0,18.4,216.1,1014,13.8,Winter
cairo,2/3/2021,27,15,21.2,21.1,0,20.5,171.4,1011.6,25.3,Winter
cairo,2/4/2021,21,15,17.6,17.6,5.9,33.5,292.1,1013.2,53.2,Winter
cairo,2/5/2021,21,14,16.8,16.8,0,26.8,311.9,1019.2,49.6,Winter
cairo,2/6/2021,22,12,16.7,16.7,0,11.2,345.9,1021.5,21.8,Winter
cairo,2/7/2021,23,12,17.6,17.6,0,20.5,59,1021.2,5.8,Winter
cairo,2/8/2021,28,13,21.1,20.8,0,22.3,203.3,1020.3,44.3,Winter
cairo,2/9/2021,30,17,22.6,22.2,0,16.6,146.8,1020,27,Winter
cairo,2/10/2021,23,12,17.5,17.5,0,25.9,16.4,1020.3,35.4,Winter
cairo,2/11/2021,24,11,17.1,17.1,0,27.7,44.6,1018.3,1.6,Winter
cairo,2/12/2021,23,12,16.8,16.8,0,25.9,17.9,1016.8,11.1,Winter
cairo,2/13/2021,23,13,16.9,16.9,0,25.9,31.3,1018.5,14,Winter
cairo,2/14/2021,22,10,15.6,15.5,0,20.5,19.6,1016.8,10.4,Winter
cairo,2/15/2021,21.9,12,15.7,15.7,0,14.8,15.9,1014.5,20.3,Winter
cairo,2/16/2021,16,9.8,12.6,12,0.4,44.6,275.8,1010.8,55.2,Winter
cairo,2/17/2021,13,7.1,9.9,7.2,0.3,44.6,260.8,1015.9,67,Winter
cairo,2/18/2021,17,9,12.1,11.1,0.2,25.9,249.6,1021.7,61.6,Winter
cairo,2/19/2021,16,10,12.9,12.8,0.2,24.1,211,1023.4,72.3,Winter
cairo,2/20/2021,18,8,12.9,12.9,0,22.3,1.4,1024.7,47,Winter
cairo,2/21/2021,19,7,12.8,12.8,0,22.3,23.6,1023.2,29.6,Winter
cairo,2/22/2021,20,8.8,14.4,14.2,0,24.1,30.8,1021.5,43.4,Winter
cairo,2/23/2021,19,11,13.8,13.8,2.3,29.5,314.2,1020.5,65.6,Winter
cairo,2/24/2021,21,12,16,16,0.2,24.1,328.4,1022.7,55.2,Winter
cairo,2/25/2021,24.1,13,16.9,16.9,0.1,22.3,314.1,1021.9,61.9,Winter
cairo,2/26/2021,22,12,16.5,16.5,0,27.7,4,1019.6,30.6,Winter
cairo,2/27/2021,23,12,16.7,16.7,0.7,31.7,14,1017,38.9,Winter
cairo,2/28/2021,22,13,17,17,0,16.6,325.2,1018.8,45.8,Winter
cairo,3/1/2021,22,13,16.7,16.7,0,20.5,294.2,1019.9,48.8,Spring
cairo,3/2/2021,20.8,12,15.2,15.2,0,24.1,308.1,1021.7,46.6,Spring
cairo,3/3/2021,17,11,13.8,13.8,0.1,31.7,282.8,1020.4,48.1,Spring
cairo,3/4/2021,20,9,14.5,14.2,0,22.3,295.3,1020.6,52.4,Spring
cairo,3/5/2021,22.8,9.8,16.2,16.2,0,24.1,7.7,1023.5,22.4,Spring
cairo,3/6/2021,23.1,10,16.8,16.8,0,31.7,37.4,1021.7,0,Spring
cairo,3/7/2021,23,14,17.7,17.7,0,22.3,31.1,1018.6,32.4,Spring
cairo,3/8/2021,23,12.8,17.8,17.8,0,22.3,38.9,1017,0,Spring
cairo,3/9/2021,30,14,21.9,21.5,0,29.5,78.2,1013.7,3.9,Spring
cairo,3/10/2021,34,21,26.8,25.8,0,37.1,182.2,1010.2,25.1,Spring
cairo,3/11/2021,25,16,20,20,0,27.7,300.2,1013.1,25.2,Spring
cairo,3/12/2021,20.1,13.8,16.5,16.5,0,33.5,304.5,1017.2,40.6,Spring
cairo,3/13/2021,20,12.9,15.7,15.7,0,35.3,4,1018.3,35.7,Spring
cairo,3/14/2021,23,11,16.3,16.3,0,27.7,32.5,1014.8,48,Spring
cairo,3/15/2021,23,14.8,18.4,18.4,0.1,25.9,24.6,1010.4,47.5,Spring
cairo,3/16/2021,23,13,18.1,18.1,0,25.9,356.8,1013.3,17.1,Spring
cairo,3/17/2021,25,14,19.2,19.2,0,27.7,303.1,1014,6.3,Spring
cairo,3/18/2021,23,14,18.2,18.2,0,22.3,9.3,1017,17.8,Spring
cairo,3/19/2021,24,12,17.7,17.7,0,25.9,39.1,1017.3,8.2,Spring
cairo,3/20/2021,32,14,22.2,21.7,0,24.1,51.1,1012,22.4,Spring
cairo,3/21/2021,31.1,16,25,24.5,0,20.5,70.7,1008.8,12.9,Spring
cairo,3/22/2021,35,28,31.2,29.4,0,50,86.1,1006.8,26.3,Spring
cairo,3/23/2021,32.8,16.9,25.1,24.5,0,38.9,258.1,1004.4,33.1,Spring
cairo,3/24/2021,21,14,17.6,17.6,0,42.7,254.1,1011.5,20.2,Spring
cairo,3/25/2021,21,11,16,16,0,24.1,268.9,1015.7,34.8,Spring
cairo,3/26/2021,17,12,14.6,14.6,0.5,29.5,317.9,1020.8,71.5,Spring
cairo,3/27/2021,19,10,14.2,14.2,0,33.5,347,1025.9,57.2,Spring
cairo,3/28/2021,18,10,14.7,14.6,0,29.5,359.3,1026.5,43.5,Spring
cairo,3/29/2021,20.1,10,15.4,15.3,0,31.7,8.5,1022.6,40.4,Spring
cairo,3/30/2021,20,12,16,16,0,33.5,335.3,1017.1,62.9,Spring
cairo,3/31/2021,20.8,13.9,16.3,16.3,0,24.1,295.6,1015.7,63.7,Spring
cairo,4/1/2021,21,11,16.5,16.5,0.1,29.5,252.2,1016.3,75.5,Spring
cairo,4/2/2021,22,12.8,16.6,16.6,0,24.1,273.4,1019.9,40.8,Spring
cairo,4/3/2021,23,10,17.1,17,0,16.6,11.3,1021.1,0,Spring
cairo,4/4/2021,26,14,20.2,20.2,0,27.7,41.4,1020.7,0,Spring
cairo,4/5/2021,32,12,21.7,21.2,0,31.7,44.5,1016.5,11.1,Spring
cairo,4/6/2021,34,13.8,23.9,23.1,0,20.5,4.4,1011,8.2,Spring
cairo,4/7/2021,33,19.9,26.1,25.3,0,25.9,327.6,1012.6,2.9,Spring
cairo,4/8/2021,26,16,20.1,20.1,0,27.7,356.4,1015.8,17.6,Spring
cairo,4/9/2021,24,13.1,17.7,17.7,0,31.7,330.9,1016.7,36.4,Spring
cairo,4/10/2021,20,12,15,15,0,31.7,302,1018.2,53,Spring
cairo,4/11/2021,21,11.9,15.8,15.8,0,24.1,300.7,1019.9,47,Spring
cairo,4/12/2021,22,12,16.2,16.2,0,31.7,347,1020,19,Spring
cairo,4/13/2021,23,10.8,16.9,16.9,0,33.5,34.6,1019.5,23.6,Spring
cairo,4/14/2021,26,12.8,19.1,19.1,0,33.5,37.8,1017.9,15.3,Spring
cairo,4/15/2021,29,13,20.8,20.5,0,27.7,37.1,1015.8,24.2,Spring
cairo,4/16/2021,33,16,24.4,23.6,0,27.7,39.9,1013.9,21.7,Spring
cairo,4/17/2021,35,15.9,26.1,25.1,0,31.7,39,1013.9,1.7,Spring
cairo,4/18/2021,41,23,32,30.4,0,33.5,94.4,1012.6,24.8,Spring
cairo,4/19/2021,41,26,34.7,32.6,0,31.7,190.7,1010,52.1,Spring
cairo,4/20/2021,29.1,18.1,23.8,23.6,0,31.7,354.9,1013.1,11.4,Spring
cairo,4/21/2021,27,16,20.4,20.3,0,37.1,19.7,1017.1,35.2,Spring
cairo,4/22/2021,28,15.9,20.9,20.8,0,33.5,24.7,1018.6,18.5,Spring
cairo,4/23/2021,29,15.1,21.7,21.4,0,37.1,31.1,1016.2,32.5,Spring
cairo,4/24/2021,31,16.9,23.2,22.8,0,27.7,30.9,1011.9,30.4,Spring
cairo,4/25/2021,36,17,26.4,25.4,0,37.1,223.1,1007.1,0.3,Spring
cairo,4/26/2021,26.8,17.8,21,21,0,27.7,304.3,1012.1,46.3,Spring
cairo,4/27/2021,28,16,21,20.9,0,29.5,349.5,1014.9,18.6,Spring
cairo,4/28/2021,32.5,15,23.3,22.7,0,37.1,37.2,1015.2,1.9,Spring
cairo,4/29/2021,36,17.9,26.6,25.7,0,33.5,35.3,1015.2,1.2,Spring
cairo,4/30/2021,38,20.9,28.3,27.4,0,33.5,36.3,1014.9,0,Spring
cairo,5/1/2021,37,21,29,27.7,0,27.7,32.8,1015.3,10.8,Spring
cairo,5/2/2021,36,21,28.3,27.2,0,25.9,5.1,1014,7.5,Spring
cairo,5/3/2021,38,20.9,29.9,28.7,0,22.3,4.5,1013.6,28.2,Spring
cairo,5/4/2021,41,23,32.7,31,0,20.5,344.7,1011.7,22.9,Spring
cairo,5/5/2021,40,27,33.2,31.7,0,29.5,341,1011.1,24.3,Spring
cairo,5/6/2021,41,21.8,30.8,29.5,0,24.1,25.5,1013.5,7.5,Spring
cairo,5/7/2021,38,23,31,29.8,0,31.7,20.5,1013.8,1.3,Spring
cairo,5/8/2021,44,23,34.6,32.3,0,24.1,63.6,1011.8,0.5,Spring
cairo,5/9/2021,39,26.8,33.4,32.7,0,25.9,305,1009.5,46.9,Spring
cairo,5/10/2021,34.9,21.8,27.4,27.1,0,27.7,346.5,1010.2,17.6,Spring
cairo,5/11/2021,31,19.8,24.6,24.5,0,22.3,318.5,1010,18.2,Spring
cairo,5/12/2021,31,18.8,24.4,24.1,0,27.7,342.5,1010.4,2,Spring
cairo,5/13/2021,32,17.1,24.3,23.8,0,31.7,15.4,1012.3,0,Spring
cairo,5/14/2021,33,18.8,25.5,24.9,0,27.7,28.3,1014.1,0,Spring
cairo,5/15/2021,33,18.9,26.4,25.8,0,24.1,26.2,1012.1,0.2,Spring
cairo,5/16/2021,40,21.8,29.7,28.4,0,27.7,9.3,1007.5,5.9,Spring
cairo,5/17/2021,32,21,25.7,25.3,0,25.9,340.5,1011.7,26.4,Spring
cairo,5/18/2021,32.8,19.8,25.6,25.3,0,35.3,19.1,1013.3,6.5,Spring
cairo,5/19/2021,33,19,25.7,25.2,0,31.7,27.6,1012.5,6.3,Spring
cairo,5/20/2021,35,19.9,26.9,26.3,0,29.5,7.3,1011.2,6.1,Spring
cairo,5/21/2021,34,19,26.1,25.8,0,25.9,347.3,1012.1,0,Spring
cairo,5/22/2021,29,19.8,23.3,23.2,0,25.9,337.8,1014.5,16.8,Spring
cairo,5/23/2021,30,19,23.4,23.2,0,31.7,337.7,1013.5,22.7,Spring
cairo,5/24/2021,33,19,25.4,24.9,0,27.7,359.1,1013.3,16.3,Spring
cairo,5/25/2021,34,18.6,26.4,25.9,0,33.5,28.7,1012.6,0,Spring
cairo,5/26/2021,36,19.8,28,27.3,0,27.7,9.8,1010.7,1.7,Spring
cairo,5/27/2021,36,22,28.5,28,0,24.1,343.7,1010.8,0,Spring
cairo,5/28/2021,34,22.8,27.9,27.3,0,25.9,291.8,1011.8,0,Spring
cairo,5/29/2021,32,21,26.6,26.3,0,27.7,322,1012.8,3.2,Spring
cairo,5/30/2021,36,21.8,29.3,27.9,0,24.1,59.8,1012.1,1.3,Spring
cairo,5/31/2021,38,25,32.6,31.3,0,29.5,286.8,1009.9,0,Spring
cairo,6/1/2021,34,21.8,27.1,26.6,0,29.5,8,1011.7,0,Summer
cairo,6/2/2021,31,21,25.5,25.2,0,31.7,359.6,1014.9,5,Summer
cairo,6/3/2021,31,19.8,24.4,24,0,27.7,357.7,1016.3,20.8,Summer
cairo,6/4/2021,30,19,24.1,23.9,0,27.7,339.8,1016.2,30.2,Summer
cairo,6/5/2021,30,19.8,24.7,24.4,0,27.7,347,1014.2,17.4,Summer
cairo,6/6/2021,31,20,25,24.6,0,25.9,333.1,1014.3,10.7,Summer
cairo,6/7/2021,32,19.8,25.1,24.8,0,27.7,351.5,1014.7,10,Summer
cairo,6/8/2021,33,20,26.6,25.8,0,25.9,18.8,1013.9,14.6,Summer
cairo,6/9/2021,38,22,31.4,30.4,0,20.5,20.9,1011.4,2.9,Summer
cairo,6/10/2021,37,23,29.6,29.2,0,25.9,338.9,1010.9,7.2,Summer
cairo,6/11/2021,35,22.8,28.3,27.8,0,33.5,25.7,1011.8,12.7,Summer
cairo,6/12/2021,34.8,22,28,27.8,0,38.9,26.8,1011,2.7,Summer
cairo,6/13/2021,33,22,27.2,26.8,0,31.7,7.4,1011.3,6,Summer
cairo,6/14/2021,32,21,26,25.8,0,25.9,338.9,1012.1,13.8,Summer
cairo,6/15/2021,32,21.2,26.7,26.5,0,24.1,350.4,1012.1,5.1,Summer
cairo,6/16/2021,33,21,26.5,26.2,0,27.7,331.6,1013.5,14,Summer
cairo,6/17/2021,31,20,24.9,24.7,0,31.7,6.8,1016.1,0,Summer
cairo,6/18/2021,32,21.2,26.4,26.2,0,27.7,5.3,1014.1,18.5,Summer
cairo,6/19/2021,33,20,26.8,26.3,0,33.5,352.9,1012.4,0,Summer
cairo,6/20/2021,34,22,28.3,27.6,0,27.7,24.8,1010.5,0,Summer
cairo,6/21/2021,36,22.8,29.5,29.1,0,29.5,13.9,1011.4,0,Summer
cairo,6/22/2021,34,23,28.6,28.4,0,25.9,357.9,1012.6,0,Summer
cairo,6/23/2021,33.8,22.8,28.2,28.4,0,25.9,7,1012.7,0,Summer
cairo,6/24/2021,36,24,29.4,29.7,0,25.9,342,1011.3,0,Summer
cairo,6/25/2021,36,24,29.4,29.7,0,25.9,296.9,1008.9,4.1,Summer
cairo,6/26/2021,35,23,29.3,29.6,0,24.1,348.5,1007.6,26.2,Summer
cairo,6/27/2021,37,25,31.4,32.4,0,24.1,338.5,1007.2,3.5,Summer
cairo,6/28/2021,37.2,25.8,31.6,32.9,0,22.3,350.6,1008.8,0,Summer
cairo,6/29/2021,38,24,30.6,31.8,0,27.7,329.4,1008.4,12.1,Summer
cairo,6/30/2021,38,24,31,31.6,0,25.9,333.5,1008.8,11.3,Summer
cairo,7/1/2021,38,25,31.7,32.4,0,24.1,326.7,1010.1,0,Summer
cairo,7/2/2021,39,26,33.2,33.1,0,20.5,303.5,1010.1,0,Summer
cairo,7/3/2021,39,27,32.6,32.4,0,27.7,291.6,1008.1,0,Summer
cairo,7/4/2021,35,23.8,28.8,29.1,0,25.9,322.4,1008.8,27.3,Summer
cairo,7/5/2021,34,23.8,28.3,28.2,0,24.1,321.8,1008.5,6,Summer
cairo,7/6/2021,34,24,29.2,29.2,0,22.3,342.5,1007.4,0,Summer
cairo,7/7/2021,36,24.2,30,30.1,0,27.7,0.4,1007.8,0,Summer
cairo,7/8/2021,35,24,29.8,30.8,0,24.1,350.6,1009.1,10.8,Summer
cairo,7/9/2021,36.8,25.8,30.7,31.3,0,24.1,344.5,1008,0,Summer
cairo,7/10/2021,35,24.8,29.3,30.7,0,20.5,317.2,1005.6,17.1,Summer
cairo,7/11/2021,36,24,29.6,30.4,0,24.1,329.7,1006.2,20.6,Summer
cairo,7/12/2021,36.2,24,29.7,30.8,0,25.9,345.2,1008.3,12.6,Summer
cairo,7/13/2021,36,24,29.2,29.7,0,27.7,340.2,1008.6,0.2,Summer
cairo,7/14/2021,35,24,29.7,30.7,0,20.5,352.4,1007.1,13.9,Summer
cairo,7/15/2021,37,25,31.4,33.2,0,16.6,345.5,1005.2,2.1,Summer
cairo,7/16/2021,39,26,32.2,34.9,0,18.5,340,1005.6,4.2,Summer
cairo,7/17/2021,38,27,32.4,35.1,0,22.3,4.7,1005,0,Summer
cairo,7/18/2021,37.6,26,32.1,34.1,0,22.3,6.6,1004.7,2.6,Summer
cairo,7/19/2021,38,26.8,32.7,34.3,0,27.7,38.8,1007.9,0,Summer
cairo,7/20/2021,39,29,33.6,34,0,31.7,49.2,1008.9,0,Summer
cairo,7/21/2021,37,28,32.5,33.6,0,24.1,17.3,1009.2,2.5,Summer
cairo,7/22/2021,34,26,30.4,32.9,0,18.5,330.3,1008,28.6,Summer
cairo,7/23/2021,35.8,27.8,30.8,32.8,0,24.1,291.8,1006.4,13.9,Summer
cairo,7/24/2021,35,26,29.6,30.7,0,20.5,311.7,1006.6,27,Summer
cairo,7/25/2021,33.8,25.8,29.2,30.9,0,22.3,332.6,1007.3,50.6,Summer
cairo,7/26/2021,35,25.8,29.8,31.7,0,20.5,357.5,1009.8,30,Summer
cairo,7/27/2021,35,26,30.4,31.9,0,24.1,7.9,1009.9,6,Summer
cairo,7/28/2021,37,25.8,30.8,32.4,0,22.3,346.6,1007.9,12.4,Summer
cairo,7/29/2021,38,26,31.7,32.9,0,18.7,313.9,1006.6,0,Summer
cairo,7/30/2021,37,26,31.9,34.3,0,14.8,318.2,1004.9,8.1,Summer
cairo,7/31/2021,39,26,32.7,36.2,0,14.8,339.4,1004.3,3.6,Summer
cairo,8/1/2021,39,27,32.9,36.4,0,16.6,344.9,1005.2,13.9,Summer
cairo,8/2/2021,40,27,33.9,37,0,16.6,351.8,1004.9,0.1,Summer
cairo,8/3/2021,40,28,34.2,37.1,0,18.4,6.7,1006.1,0,Summer
cairo,8/4/2021,42,30,35.4,36.7,0,27.7,22,1007.9,0.1,Summer
cairo,8/5/2021,43,30,35.7,36,0,22.3,13.3,1006.9,0,Summer
cairo,8/6/2021,41,29,35.3,37.2,0,18.4,337.3,1005.2,1.7,Summer
cairo,8/7/2021,41,29.8,34.4,37.8,0,27.7,289.3,1005.9,0,Summer
cairo,8/8/2021,37,27,31.6,34.3,0,24.1,315.2,1009.4,7.9,Summer
cairo,8/9/2021,36,26,30.9,33.5,0,24.1,354.2,1010.8,14.1,Summer
cairo,8/10/2021,36,26,31.5,34.2,0,20.5,348.6,1008.8,18.8,Summer
cairo,8/11/2021,37.1,26.9,32,34.6,0,22.3,348.6,1007.1,5.8,Summer
cairo,8/12/2021,38,27.5,32.6,35.3,0,16.6,349.1,1008.6,14,Summer
cairo,8/13/2021,38,28,32.6,36.3,0,22.3,333,1010.1,0,Summer
cairo,8/14/2021,36,25,31,33.3,0,113.2,357.2,1009.5,3.9,Summer
cairo,8/15/2021,37,27,31.8,33.8,0,20.5,347.5,1009.3,4.2,Summer
cairo,8/16/2021,36.8,26,30.9,32.8,0,18.5,341.1,1010.8,10,Summer
cairo,8/17/2021,35,26,29.8,31.5,0,22.3,358.9,1010.7,7.2,Summer
cairo,8/18/2021,34,26,29.6,30.6,0,20.5,349.9,1008.3,25.7,Summer
cairo,8/19/2021,36,25.8,30.3,31.5,0,22.3,344.8,1006.5,10.2,Summer
cairo,8/20/2021,37,26,30.9,32.7,0,18.7,0.3,1006.8,13.2,Summer
cairo,8/21/2021,37,26,31,34.4,0,22.3,350.7,1008,27.6,Summer
cairo,8/22/2021,37,26,31,32.9,0,25.9,343.8,1009.1,18.8,Summer
cairo,8/23/2021,35,25.8,29.9,31.2,0,18.5,340.3,1008.6,16.3,Summer
cairo,8/24/2021,34,26,30,31.8,0,20.5,343.2,1009.1,12.7,Summer
cairo,8/25/2021,35,26,30.4,32.6,0,24.1,354.2,1010,46.3,Summer
cairo,8/26/2021,36,26,30.5,33.2,0,24.1,359.7,1009.8,15.6,Summer
cairo,8/27/2021,37,27,31.1,33.3,0,29.5,6.3,1010.2,20.8,Summer
cairo,8/28/2021,37,26,31.2,33.2,0,20.5,359.8,1009.8,0.2,Summer
cairo,8/29/2021,37,26,31.6,34.4,0,18.4,8.2,1008.6,10.3,Summer
cairo,8/30/2021,35,26.8,30.7,33.8,0,22.3,355.7,1009.9,12.1,Summer
cairo,8/31/2021,35,25.9,30,31.8,0,24.1,15.8,1011.1,2.8,Summer
cairo,9/1/2021,34,24,28.9,29.7,0,29.5,13.4,1010.2,28.6,Fall
